OBJECTID,ID,INDEX_PARC,NOM,ARROND,TYPE
450,076-0119,0973-000,Soccer à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
451,089-0027,2403-000,Volleyball de plage,Lachine,Récréatif
452,037-0004,2663-000,Grève / Plage,Pierrefonds-Roxboro,Plein air
453,004-0085,2430-001,Aire de jeu  5 à 12 ans,Lachine,Aire de jeu - enfant
454,003-0386,0969-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
455,053-0055,0170-000,Patinoire sans bandes,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
456,073-0027-76-S1,0126-000,Soccer sous-terrain à 7,Rosemont-La Petite-Patrie,Sportif
457,052-0015,0061-000,Patinoire avec bandes,Le Plateau-Mont-Royal,Récréatif
458,076-0092,0348-000,Soccer à 7,Le Sud-Ouest,Sportif
459,003-0188,0596-003,Aire de jeu 18 mois à 5 ans,Ville-Marie,Aire de jeu - enfant
460,004-0370,0679-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
461,009-0052,1267-000,Aire de pique-nique,Mercier-Hochelaga-Maisonneuve,Plein air
462,073-0045,2662-000,Soccer à 11,Pierrefonds-Roxboro,Sportif
463,016-0001,2793-000,Balle,Saint-Laurent,Sportif
464,018-0007,2802-000,Basketball,Saint-Laurent,Récréatif
465,042-0078,2929-000,Jeux d'eau,Verdun,Récréatif
466,042-0032,1186-000,Jeux d'eau,Rosemont-La Petite-Patrie,Récréatif
467,065-0011,2357-000,Patinoire 4 saisons,L'Île-Bizard-Sainte-Geneviève,Récréatif
468,003-0128,0219-000,Aire de jeu 18 mois à 5 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
469,089-0031,0211-000,Volleyball de plage,Rosemont-La Petite-Patrie,Récréatif
470,003-0412,0924-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
471,055-0038,0160-000,Piscine extérieure,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
472,075-0015,2430-004,Soccer à 4-5,Lachine,Sportif
473,004-0372,0678-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
474,050-0022, ,Pataugeoire,Lachine,Récréatif
475,042-0026,0010-000,Jeux d'eau,Ahuntsic-Cartierville,Récréatif
476,003-0239,2700-003,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
477,003-0375,0277-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
478,053-0084,0094-000,Patinoire sans bandes,Mercier-Hochelaga-Maisonneuve,Récréatif
479,002-0020,0391-000,Aire de glissade,Ville-Marie,Loisirs et détente
480,008-0002,9541-000,Aire de pêche autorisée,Ahuntsic-Cartierville,Plein air
481,003-0367,0316-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
482,003-0207,2698-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
483,073-0067,2450-000,Soccer à 11,LaSalle,Sportif
484,016-0110,0262-000,Balle,Le Sud-Ouest,Sportif
485,004-0025,2832-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
486,001-0016,2564-000,Arbri soleil,Montréal-Nord,Plein air
487,042-0143,0391-000,Jeux d'eau,Ville-Marie,Récréatif
488,004-0298,2462-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
489,004-0067,1149-000,Aire de jeu  5 à 12 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
490,004-0056,0018-000,Aire de jeu  5 à 12 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
491,071-0056,0075-000,Sentier pédestre,Mercier-Hochelaga-Maisonneuve,Plein air
492,058-0014,0345-000,Piste d'athlétisme (400m) et équipements,Le Sud-Ouest,Sportif
493,055-0041,2907-000,Piscine extérieure,Verdun,Récréatif
494,055-0020,0212-000,Piscine extérieure,Rosemont-La Petite-Patrie,Récréatif
495,032-0006,0209-000,Fer / Galet,Rosemont-La Petite-Patrie,Loisirs et détente
496,005-0023,2348-000,Aire de jeu combiné,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
497,075-0027,2722-000,Soccer à 4-5,Pierrefonds-Roxboro,Sportif
498,003-0024,2826-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
499,053-0089,0311-000,Patinoire sans bandes,Le Sud-Ouest,Récréatif
500,042-0098,2464-000,Jeux d'eau,LaSalle,Récréatif
501,027-0001,2468-000,Cricket,LaSalle,Sportif
502,052-0010,2797-000,Patinoire avec bandes,Saint-Laurent,Récréatif
503,004-0092,2397-000,Aire de jeu  5 à 12 ans,Lachine,Aire de jeu - enfant
504,009-0042,9562-000,Aire de pique-nique,Rivière-des-Prairies-Pointe-aux-Trembles,Plein air
505,012-0014,0562-000,Aire d'entraînement pour adultes,Ville-Marie,Loisirs et détente
506,076-0093,0363-000,Soccer à 7,Le Sud-Ouest,Sportif
507,009-0050,2565-000,Aire de pique-nique,Montréal-Nord,Plein air
508,089-0025,0005-000,Volleyball de plage,Ahuntsic-Cartierville,Récréatif
509,003-0345,2466-000,Aire de jeu 18 mois à 5 ans,LaSalle,Aire de jeu - enfant
510,013-0019,0251-000,Aire d'exercice canin,Ville-Marie,Loisirs et détente
511,010-0003,0010-000,Aire de planche à roulette,Ahuntsic-Cartierville,Récréatif
512,053-0071,0704-000,Patinoire sans bandes,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
513,001-0023,2011-000,Arbri soleil,Anjou,Plein air
514,004-0224,2701-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
515,012-0013,2615-000,Aire d'entraînement pour adultes,Outremont,Loisirs et détente
516,013-0048,0610-001,Aire d'exercice canin,Saint-Léonard,Loisirs et détente
517,004-0157,0584-000,Aire de jeu  5 à 12 ans,Ville-Marie,Aire de jeu - enfant
518,003-0312,2937-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
519,004-0391,2552-000,Aire de jeu  5 à 12 ans,Montréal-Nord,Aire de jeu - enfant
520,042-0101,2469-000,Jeux d'eau,LaSalle,Récréatif
521,076-0151,2855-000,Soccer à 7,Saint-Léonard,Sportif
522,004-0376,1122-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
523,003-0380,0985-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
524,081-0051,1860-013,Tennis,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
525,052-0050,0298-000,Patinoire avec bandes,Villeray-Saint-Michel-Parc-Extension,Récréatif
526,003-0489,2009-000,Aire de jeu 18 mois à 5 ans,Anjou,Aire de jeu - enfant
527,005-0017,2678-000,Aire de jeu combiné,Pierrefonds-Roxboro,Aire de jeu - enfant
528,055-0025,2605-000,Piscine extérieure,Outremont,Récréatif
529,004-0399,1267-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
530,055-0035,2348-000,Piscine extérieure,L'Île-Bizard-Sainte-Geneviève,Récréatif
531,018-0090, ,Basketball,LaSalle,Récréatif
532,052-0054,0199-000,Patinoire avec bandes,Villeray-Saint-Michel-Parc-Extension,Récréatif
533,042-0097,2460-000,Jeux d'eau,LaSalle,Récréatif
534,059-0001,1860-024,Piste d'athlétisme (440m) et équipements,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
535,016-0060,0941-000,Balle,Villeray-Saint-Michel-Parc-Extension,Sportif
536,010-0027,0097-000,Aire de planche à roulette,Mercier-Hochelaga-Maisonneuve,Récréatif
537,053-0029,0292-000,Patinoire sans bandes,Rosemont-La Petite-Patrie,Récréatif
538,097-0003,0355-000,Fontaine,Ville-Marie,Récréatif
539,095-0008,0337-000,Pétanque,Le Plateau-Mont-Royal,Loisirs et détente
540,052-0124,2005-000,Patinoire avec bandes,Anjou,Récréatif
541,050-0067,2551-000,Pataugeoire,Montréal-Nord,Récréatif
542,070-0026,0157-000,Sentier de ski de fond,Côte-des-Neiges-Notre-Dame-de-Grâce,Plein air
543,012-0010,0411-000,Aire d'entraînement pour adultes,Ahuntsic-Cartierville,Loisirs et détente
544,004-0435,2007-000,Aire de jeu  5 à 12 ans,Anjou,Aire de jeu - enfant
545,004-0334,1235-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
546,064-0007,9501-000,Rampe de mise à l'eau / descente de bateaux,Pierrefonds-Roxboro,Plein air
547,004-0289, ,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
548,042-0086,2948-000,Jeux d'eau,Verdun,Récréatif
549,084-0001,0159-000,Toit vert,Côte-des-Neiges-Notre-Dame-de-Grâce,Plein air
550,052-0055,0937-000,Patinoire avec bandes,Villeray-Saint-Michel-Parc-Extension,Récréatif
551,055-0054,0278-001,Piscine extérieure,Le Sud-Ouest,Récréatif
552,004-0176,2651-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
553,075-0037,2700-005,Soccer à 4-5,Pierrefonds-Roxboro,Sportif
554,018-0069,2706-000,Basketball,Pierrefonds-Roxboro,Récréatif
555,048-0010,0023-000,Palet,Ahuntsic-Cartierville,Loisirs et détente
556,016-0037,2430-002,Balle,Lachine,Sportif
557,008-0007,2404-000,Aire de pêche autorisée,Lachine,Plein air
558,075-0067,0495-000,Soccer à 4-5,Mercier-Hochelaga-Maisonneuve,Sportif
559,042-0009,2811-000,Jeux d'eau,Saint-Laurent,Récréatif
560,010-0022,0970-000,Aire de planche à roulette,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
561,003-0096,0466-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
562,042-0040,0950-001,Jeux d'eau,Villeray-Saint-Michel-Parc-Extension,Récréatif
563,053-0019, ,Patinoire sans bandes,Lachine,Récréatif
564,016-0148,0115-000,Balle,Mercier-Hochelaga-Maisonneuve,Sportif
565,074-0015,1860-024,Soccer / Football,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
566,071-0031,0085-000,Sentier pédestre,Rosemont-La Petite-Patrie,Plein air
567,058-0011,0160-000,Piste d'athlétisme (400m) et équipements,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
568,009-0017,9543-000,Aire de pique-nique,Pierrefonds-Roxboro,Plein air
569,012-0043, ,Aire d'entraînement pour adultes,Ahuntsic-Cartierville,Loisirs et détente
